iter	MultiClass
345	0.05386106628
346	0.05371581608
347	0.05343908962
348	0.05322818823
349	0.05302748582
350	0.05280974737
351	0.05260376492
352	0.05239526933
353	0.05221626179
354	0.05203532555
355	0.05179291219
356	0.05167928615
357	0.05156101251
358	0.05141604287
359	0.05121697588
360	0.05109179081
361	0.05089803081
362	0.05074497769
363	0.05058269941
364	0.05041756961
365	0.05025355933
366	0.0501437046
367	0.0499589303
368	0.04982999772
369	0.04962324054
370	0.04946305799
371	0.04935482976
372	0.04928879255
373	0.04908444954
374	0.04897378031
375	0.04884907284
376	0.04869815974
377	0.0484896311
378	0.04834684242
379	0.04824248107
380	0.04806008924
381	0.04793675919
382	0.04753178858
383	0.04740207961
384	0.0472546305
385	0.04713377093
386	0.04708239838
387	0.04692683036
388	0.04677126168
389	0.0464724473
390	0.04628970928
391	0.04615848672
392	0.04604429675
393	0.04585255792
394	0.04576154309
395	0.04547556642
396	0.04536306899
397	0.04524278231
398	0.0451056006
399	0.04489898838
400	0.04473560321
401	0.04462712301
402	0.04450994887
403	0.0444214268
404	0.04429881907
405	0.04416478509
406	0.04404722404
407	0.04399436773
408	0.04382391342
409	0.04376024366
410	0.04356812004
411	0.0434965639
412	0.04339094554
413	0.04329870128
414	0.04320870503
415	0.04311869847
416	0.04297881171
417	0.04286082276
418	0.04267444674
419	0.04256358267
420	0.04246944845
421	0.04234945747
422	0.04227909445
423	0.04220033172
424	0.04181063812
425	0.04172926535
426	0.04162968042
427	0.0415408966
428	0.04146615194
429	0.04134112589
430	0.04123614598
431	0.04114532317
432	0.0409931618
433	0.04090729341
434	0.04080792523
435	0.04073903712
436	0.04063197921
437	0.04052786697
438	0.04038419283
439	0.04031261045
440	0.04021535918
441	0.04011217277
442	0.04001033034
443	0.03987876675
444	0.03983782606
445	0.03961214733
446	0.03949692052
447	0.03945047673
448	0.03931989026
449	0.03918889235
450	0.03909051837
451	0.03896694219
452	0.03873480472
453	0.0386247867
454	0.03848257653
455	0.03842987351
456	0.03825111904
457	0.03817278449
458	0.03808429438
459	0.03803280315
460	0.03789286497
461	0.03778544712
462	0.03770931001
463	0.03763983863
464	0.03750103956
465	0.03744409601
466	0.03737341378
467	0.03724184872
468	0.03711037967
469	0.03704033049
470	0.03699519021
471	0.0369484369
472	0.03684981674
473	0.03673434999
474	0.036624311
475	0.03656488913
476	0.036427649
477	0.03634255608
478	0.03626826645
479	0.03619411576
480	0.035993452
481	0.03592396603
482	0.03586370694
483	0.03581330184
484	0.03575232626
485	0.03569126601
486	0.03561068845
487	0.0355410977
488	0.03549038879
489	0.03538323509
490	0.03524152782
491	0.03519662004
492	0.03514280213
493	0.03504978974
494	0.03497462232
495	0.03493196282
496	0.03479660062
497	0.03470441091
498	0.03463218673
499	0.03453548982
500	0.03442070183
501	0.03429981919
502	0.03423554001
503	0.03413283365
504	0.03404774568
505	0.03394513079
506	0.03376492365
507	0.03370467451
508	0.03361761642
509	0.03351867662
510	0.03344958826
511	0.03339309829
512	0.03335140589
513	0.03331907255
514	0.03326006712
515	0.03316906543
516	0.03302634235
517	0.03295982396
518	0.03287604131
519	0.03277436631
520	0.03273970544
521	0.0326893266
522	0.03259726615
523	0.03255723575
524	0.03249610781
525	0.03237885616
526	0.03231778036
527	0.03225890776
528	0.0322024822
529	0.03214673612
530	0.03210513738
531	0.03204846432
532	0.03199236673
533	0.03194124354
534	0.03185912052
535	0.03181521253
536	0.03175674546
537	0.0316416577
538	0.03160243334
539	0.03156717048
540	0.031522248
541	0.0314155966
542	0.03134038461
543	0.03128382031
544	0.03122760008
545	0.03119633771
546	0.03111464458
547	0.03107186292
548	0.03100695913
549	0.03092341118
550	0.03089611058
551	0.0308130656
552	0.03078613562
553	0.03075182002
554	0.03070960139
555	0.03061945391
556	0.03054469163
557	0.03047130684
558	0.03038343451
559	0.03024506633
560	0.03018007973
561	0.0301233054
562	0.03006796254
563	0.03004733488
564	0.02997942908
565	0.02990221838
566	0.02977782431
567	0.02965574401
568	0.02962002957
569	0.02958016248
570	0.02953313827
571	0.02945340021
572	0.02937622097
573	0.02929518499
574	0.02924043519
575	0.02919152962
576	0.02915014483
577	0.02904751083
578	0.02902636742
579	0.02895930063
580	0.0289012572
581	0.028809929
582	0.02875891998
583	0.02873287169
584	0.02867232751
585	0.02861554937
586	0.02855240258
587	0.02851523082
588	0.02843629969
589	0.02840640981
590	0.02834255948
591	0.02822171445
592	0.02816467281
593	0.02809660562
594	0.02802947768
595	0.02786605272
596	0.02778705104
597	0.02767923613
598	0.02761422902
599	0.02755052829
600	0.02749204687
601	0.02734801977
602	0.02727658045
603	0.02725182259
604	0.0272292684
605	0.02720918609
606	0.02713389728
607	0.02710096379
608	0.02698004289
609	0.02692535032
610	0.02686025692
611	0.02678594653
612	0.02670206662
613	0.02658293312
614	0.02653187228
615	0.02647263219
616	0.02642930238
617	0.02637167343
618	0.02632077331
619	0.02625384799
620	0.02619681814
621	0.02612052072
622	0.02604173413
623	0.02594274865
624	0.02589941973
625	0.02584369634
626	0.02579073253
627	0.02573690794
628	0.02569648885
629	0.02562929952
630	0.02558703143
631	0.02554785699
632	0.02547392077
633	0.02543795058
634	0.02540999648
635	0.02536974849
636	0.02532836763
637	0.02530876114
638	0.02526436409
639	0.02520381157
640	0.0251524028
641	0.02512438873
642	0.02509014248
643	0.02506324388
644	0.02504248905
645	0.02498222961
646	0.02494609751
647	0.02491909385
648	0.02487276353
649	0.02484893551
650	0.02481011395
651	0.02478071963
652	0.02471287446
653	0.02465265977
654	0.02454895237
655	0.02452968324
656	0.02440919932
657	0.02437226228
658	0.02432700479
659	0.02429525272
660	0.02425421902
661	0.02421066274
662	0.02416402657
663	0.02413066704
664	0.02410215764
665	0.0240630599
666	0.02404309036
667	0.02400300631
668	0.02383364715
669	0.02378456583
670	0.02371397306
671	0.02366753196
672	0.0236463453
673	0.02359997104
674	0.02355045163
675	0.02350912639
676	0.023492331
677	0.02341322289
678	0.02337507064
679	0.02335731587
680	0.02332167492
681	0.02328349986
682	0.0232369013
683	0.02321155514
684	0.0231887804
685	0.02315723402
686	0.02313318858
687	0.02310185375
688	0.02305387937
689	0.02301747647
690	0.0229776527
691	0.0229275604
692	0.02290368851
693	0.02284796931
694	0.02280642577
695	0.02277145509
696	0.02273779662
697	0.02269827397
698	0.02263549763
699	0.02259669213
700	0.0225572235
701	0.0225208517
702	0.022489338
703	0.02246302074
704	0.02242760217
705	0.0224006332
706	0.02237436854
707	0.02231726442
708	0.02228270945
709	0.02222917311
710	0.02217589435
711	0.02213616322
712	0.02209282756
713	0.02206858517
714	0.02203142527
715	0.0219817432
716	0.02193828964
717	0.02191471684
718	0.02188024297
719	0.02185643827
720	0.02181964815
721	0.02178641635
722	0.02174823048
723	0.02170274694
724	0.02165398638
725	0.02156583299
726	0.02150257856
727	0.02146349632
728	0.02143241411
729	0.02140270728
730	0.02138151962
731	0.0213638787
732	0.02132214179
733	0.0212907446
734	0.02126204849
735	0.02122617969
736	0.02120506369
737	0.0210866797
738	0.02104636115
739	0.02096369144
740	0.02093883354
741	0.02090819488
742	0.0208922119
743	0.0208606733
744	0.02081244528
745	0.02078408831
746	0.02076334631
747	0.02071835381
748	0.02067919182
749	0.02065521085
750	0.02063943575
751	0.02062023679
752	0.02052765785
753	0.02050520508
754	0.02045570008
755	0.02043200079
756	0.02038961592
757	0.0203607115
758	0.02029479721
759	0.02026179834
760	0.02024617736
761	0.02022283331
762	0.02019288127
763	0.02017786418
764	0.02015870606
765	0.02012979175
766	0.02007829369
767	0.02006090788
768	0.02003254689
769	0.02000522129
770	0.01999245081
771	0.01996116477
772	0.01992333943
773	0.01990692608
774	0.01989477518
775	0.01986145898
776	0.01982985412
777	0.01981479009
778	0.01980688043
779	0.01977649379
780	0.01974093298
781	0.01970985479
782	0.0196746203
783	0.01965089561
784	0.01962251532
785	0.01952185465
786	0.01948011557
787	0.01943796276
788	0.01941348568
789	0.01939007975
790	0.01937265745
791	0.01934835958
792	0.01929334976
793	0.01927788151
794	0.01924752689
795	0.0192138978
796	0.01920128628
797	0.01918209122
798	0.01913137129
799	0.01911265303
800	0.0190555754
801	0.01901014269
802	0.01897618104
803	0.01895382048
804	0.01892763698
805	0.01889090395
806	0.01887005512
807	0.01885181646
808	0.01881821703
809	0.01875326368
810	0.01872701677
811	0.01870378121
812	0.01869084751
813	0.01862715362
814	0.01860274352
815	0.01858972927
816	0.01855564522
817	0.01852526564
818	0.01849605378
819	0.01846037305
820	0.01844709225
821	0.01842861599
822	0.01841314617
823	0.01840272897
824	0.01838454205
825	0.01834187701
826	0.01832161528
827	0.01827942747
828	0.01826187885
829	0.01820523071
830	0.0181726049
831	0.01815608179
832	0.01813982471
833	0.01811022275
834	0.01808746669
835	0.01807245026
836	0.01804459065
837	0.01801292968
838	0.01799279374
839	0.01796539719
840	0.01793980453
841	0.01791322096
842	0.01789464821
843	0.01786413269
844	0.01784819383
845	0.01783365028
846	0.01779748729
847	0.01777935974
848	0.01774564784
849	0.01769362233
850	0.01766565665
851	0.01763820417
852	0.01761366039
853	0.01759002869
854	0.01757745177
855	0.01755740937
856	0.01753110745
857	0.0175170973
858	0.01750013761
859	0.01747559478
860	0.01745570309
861	0.01744164361
862	0.01742969983
863	0.01740907569
864	0.0173806714
865	0.01736536969
866	0.01734297812
867	0.01732832733
868	0.01731744882
869	0.01726836433
870	0.01724302512
871	0.01722001463
872	0.01719543423
873	0.01716521284
874	0.01714667468
875	0.01713427943
876	0.01711793561
877	0.01708897992
878	0.01707204639
879	0.01705048626
880	0.01702932741
881	0.01700494276
882	0.016987214
883	0.0169414998
884	0.01692528428
885	0.01691698173
886	0.01688309771
887	0.01687478657
888	0.01686095466
889	0.01684229649
890	0.01681556223
891	0.01679625824
892	0.01677781503
893	0.01675218726
894	0.0167166217
895	0.01669734565
896	0.01668132662
897	0.01665996778
898	0.01664740906
899	0.01661375385
900	0.01653622908
901	0.01652202534
902	0.01649243422
903	0.01647134364
904	0.01645633045
905	0.01643030043
906	0.01641014884
907	0.016368585
908	0.01634707298
909	0.01631387459
910	0.01628949869
911	0.01627054121
912	0.01624556269
913	0.01622096234
914	0.01619395071
915	0.01618224027
916	0.01616778898
917	0.01614260052
918	0.01609519153
919	0.01605893442
920	0.01603217208
921	0.01600429956
922	0.0159905705
923	0.01596895327
924	0.01595332368
925	0.01593709513
926	0.01590273032
927	0.01588177698
928	0.0158665616
929	0.01585427728
930	0.01583459381
931	0.01580538005
932	0.01578906244
933	0.01577647284
934	0.0157605706
935	0.01573638236
936	0.0157281241
937	0.01571960263
938	0.01569355535
939	0.01565861535
940	0.01563485649
941	0.01562334885
942	0.01560446653
943	0.01558350959
944	0.01556468973
945	0.01553861473
946	0.01551944149
947	0.01549974941
948	0.01547852983
949	0.01546841637
950	0.0154606036
951	0.01544462635
952	0.01542159762
953	0.01539290633
954	0.01538249185
955	0.01536090477
956	0.01533547169
957	0.01532422008
958	0.01530347191
959	0.01528830591
960	0.01526407538
961	0.01524935987
962	0.01522779696
963	0.01521627166
964	0.01519600478
965	0.01518386662
966	0.0151424145
967	0.0151234798
968	0.01510891407
969	0.01508335782
970	0.01505408066
971	0.01503434185
972	0.01502328969
973	0.01501103402
974	0.01499130889
975	0.01496755272
976	0.0149444677
977	0.01491935268
978	0.01488458609
979	0.01487435913
980	0.01485207017
981	0.01483970629
982	0.01483004316
983	0.01481513074
984	0.01480785576
985	0.01476735032
986	0.01475715762
987	0.01472678987
988	0.01471225071
989	0.01469969875
990	0.01467948701
991	0.01466699432
992	0.01464452086
993	0.01463406783
994	0.01462496615
995	0.01460825694
996	0.01458469046
997	0.01456656417
998	0.0145579436
999	0.01454211601
